42,75.40983607,80.70175439,77.96610169,99.93479297,3,54.32136953,0.065207032
7,62.68656716,87.5,73.04347826,99.92225315,4,35.35771082,0.077746846
13,67.64705882,86.79245283,76.03305785,99.92726908,4,45.22085233,0.072730921
23,64.0625,95.34883721,76.63551402,99.93730093,5,41.82344733,0.06269907
18,59.70149254,81.63265306,68.96551724,99.90971334,4,26.45681816,0.09028666
39,58.97435897,92,71.875,99.90971334,5,27.94897421,0.09028666
31,60.60606061,90.90909091,72.72727273,99.92476112,6,31.77047788,0.075238883
27,60,82.9787234,69.64285714,99.91472927,6,27.59151244,0.085270735
11,67.14285714,82.45614035,74.01574803,99.91723723,5,42.02982844,0.082762772
35,53.48837209,92,67.64705882,99.88964964,5,11.9545991,0.110350362
